uuid,identifier,createdBy,Date,Type,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositioninTheLandscape,ProminenceNote,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,Notes,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.00E+18,8111,Bara Weissova,11-Sep,Burial Mound,Legacy verification,Staneva mogila,Pasture,grassland,Pasture,grassland,Hilltop,,42.40267242,26.18076711,4694811.085,432582.2927,3,13,244.3,Northwest,,files/app/e17291ec-3b80-4d98-ab19-681ac180ca75_image-1505110747258.original.jpg,2.3,25,NA,22,,,,,No,,,2 - minor damage,Animal activity,excavation,1 - full,Animal activity,,Last year,,"01, rectangle, very old and shallow and open in the sw of mound",,files/app/7f8c96af-4424-44c7-bc46-67373ea7d923_image-1505111047069.original.jpg,POINT(432582.292662 4694811.085396)
1.00E+18,8311,Adela Sobotkova,11-Sep,Uncertain Mound,Survey,,Annual agriculture,,Scrub,half bare half scrub,Lower slope,,42.39214205,26.24058881,4693596.083,437494.8197,3,10,,West,66,files/app/3ed37862-a78d-4af3-a148-c06ed73e9f18_image-1505111167716.original.jpg,0.3,20,NA,19,,,Other,"one modern  pile of fieldstones, 3 by 1 m ,1 m tall",No,,,5 - extinct or near extinct,Other,trampling?,5 - none or nearly none,Agriculture,,Last month,,,burning,,POINT(437494.819655 4693596.082714)
1.00E+18,9521,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.41069685,26.2110756,4695678.494,435084.7798,3,30,,North,"compared to other RT from other mound very eroded with lots of scrub
photo #29-34",files/app/636fed96-1cf7-4ca9-973f-10bee17df0ca_image-1505111740522.original.jpg,1.4,18,1.2,16,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,round,9,10,1.6,very old,eroded rt with grass and scrub in it]
empty trench without any material",,files/app/015e87bf-83db-4d68-a6e4-3b36a5967dd3_image-1505111635368.original.jpg - files/app/9341fb76-3e79-4cc4-8207-09012a5b3704_image-1505111680232.original.jpg,POINT(435084.779831 4695678.494282)
1.00E+18,8312,Adela Sobotkova,11-Sep,Uncertain Mound,Survey,lozenge shaped scrubby feature,Annual agriculture,,Scrub,,Lower slope,,42.39158994,26.24082293,4693534.606,437513.5419,3,11,,Northwest,#67,files/app/41a76818-b445-4233-9751-5de3f7074bf6_image-1505111447291.original.jpg,0.4,10,NA,8,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last year,,,,,POINT(437513.541942 4693534.60572)
1.00E+18,8313,Adela Sobotkova,11-Sep,Uncertain Mound,Survey,low scrubby mound not in a map,Annual agriculture,,Scrub,,Upper slope,,42.39152978,26.23966217,4693528.78,437417.9416,3,12,,West,#68-69,files/app/5307da88-227a-4a37-a966-7778551d33ee_image-1505111949709.original.jpg,1.2,16,0.8,13,,,Other,stones,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last year,,"[01,round,5,1.8,large stones inside;02,round,7,1, shallow pan with modern fieldstones]",,files/app/0ee64353-8329-4c00-98d1-e990da92b301_image-1505112406816.original.jpg - files/app/2bd13e33-9a68-40dc-a59a-a9ac7a1e30af_image-1505112675353.original.jpg - files/app/b52d3ef2-6b75-4555-987d-edb3e10c3cbf_image-1505112387247.original.jpg,POINT(437417.941564 4693528.779987)
1.00E+18,8112,Bara Weissova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.40382819,26.1736336,4694945.105,431996.4942,3,14,,West,,files/app/5805eb1b-52da-456b-b1ec-880f3e27c7b6_image-1505112449784.original.jpg,1.5,25,NA,25,,,,,No,,,2 - minor damage,Looting,,2 - good,Looting,,Unknown,,"01,square,2.5,2,0.5m, manually excavated; 02, irregular,10,4,1,manually excavated",,files/app/7c7bf76e-7c89-49ef-bb6e-925c7a4d2016_image-1505112322676.original.jpg - files/app/a81f8f88-cb96-43d1-a318-9cd6d721527a_image-1505112601600.original.jpg,POINT(431996.494205 4694945.104665)
1.00E+18,8314,Adela Sobotkova,11-Sep,Uncertain Mound,Survey,,Annual agriculture,,Scrub,,Upper slope,,42.38998881,26.24176533,4693356.128,437589.5226,3,13,,South,#73-74,files/app/72f8c7ad-57a1-4435-84dc-569cf8236f81_image-1505112965699.original.jpg,0.5,22,NA,15,,,,piles of loose fieldstones in the scrub,No,,files/app/f138a0a1-9718-48e8-b0ec-7a77e77ced0c_image-1505113163013.original.jpg,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last year,,,,,POINT(437589.522608 4693356.128156)
1.00E+18,9522,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.41744756,26.21936852,4696421.774,435774.0404,3,31,,East,photo #36-38,files/app/da0efa8a-3eab-4acf-a7b4-8dd4aac41029_image-1505113813671.original.jpg,1.9,55,1.6,50,,,,,No,,,4 - seriously damaged,Looting,animal activity,4 - minimal,Looting,,Last year,,"[01,rectangular,2.5,5,1.2,see the drawing]",,files/app/3ca53e36-249e-4108-8eab-9589c3684b87_image-1505113864459.original.jpg - files/app/4c6c7acb-bab2-455f-8b57-ca2729f0dd00_image-1505113721042.original.jpg - files/app/f5f972e9-3768-47a6-ab4a-aa9710cd7bab_image-1505113629030.original.jpg,POINT(435774.040392 4696421.774044)
1.00E+18,8113,Bara Weissova,11-Sep,Burial Mound,Legacy verification,,Scrub,,Scrub,,Upper slope,,42.40553013,26.16717167,4695139.276,431466.5773,3,15,,Northwest,,files/app/37645520-471f-4f57-a6bc-163bef17485a_image-1505113650624.original.jpg,1,30,NA,30,,,,,No,,,1 - pristine,No observation,,1 - full,Not available,,Not relevant,,,,,POINT(431466.577335 4695139.276288)
1.00E+18,8315,Adela Sobotkova,11-Sep,Uncertain Mound,Survey,scrubby spot in the field next to other suspects,Annual agriculture,,Scrub,,Upper slope,,42.38860099,26.24272769,4693201.322,437667.3619,3,14,,East,#76,files/app/87754e24-2c73-4f54-8466-7e765b2e6228_image-1505113576845.original.jpg,0.5,25,NA,19,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Unknown,,,,,POINT(437667.361852 4693201.321567)
1.00E+18,9523,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Scrub,,Lower slope,,42.4173977,26.21233709,4696421.579,435195.4792,3,32,,Northeast,photo #39,files/app/1216d17a-0f33-477f-998f-4b8792315569_image-1505115735193.original.jpg,3,33,NA,30,,,,,No,,,2 - minor damage,Post-depositional,"just pasture, the mound is in vicinity of an abandoned house - trash all around",3 - impaired,Urban development,,Unknown,,,modern trash all around,,POINT(435195.479193 4696421.578571)
1.00E+18,8114,Bara Weissova,11-Sep,Burial Mound,Legacy verification,,Scrub,,Scrub,,Upper slope,,42.40019299,26.16557283,4694547.944,431329.1872,3,16,,West,,files/app/9f2a417d-c9ab-4c66-b8df-d4e123351901_image-1505114818556.original.jpg,1,40,NA,25,,,,,No,,,4 - seriously damaged,Looting,the,4 - minimal,Looting,,Unknown,,,,,POINT(431329.187231 4694547.944031)
1.00E+18,8316,Adela Sobotkova,11-Sep,Burial Mound,Legacy verification,hilltop mound in burnt rose field with couple Rats and geodetic marker,Perennial agriculture,e.g orchard or vineyard,Scrub,,Hilltop,,42.38190125,26.2361991,4692462.21,437123.2924,3,15,,Northwest,#80,files/app/4ad736cf-f4b3-4734-a778-751e548717d3_image-1505114935997.original.jpg,2.3,25,2,20,,,,"geodetic marker, burnt surface, low visibility",No,,,2 - minor damage,Looting,,2 - good,Looting,,Last year,,"[01,round,2,1.5,tree inside;02,rect,2,1,1, 03,round,1.5,0.3]",,files/app/323e3f2f-3910-4001-993a-98e86ca9b70c_image-1505115393723.original.jpg - files/app/39a367b7-bc03-43ec-998f-abac7d891961_image-1505115227106.original.jpg - files/app/6a105323-ac68-4352-8a99-793c913c7a55_image-1505115685381.original.jpg,POINT(437123.292374 4692462.209706)
1.00E+18,8115,Bara Weissova,11-Sep,Burial Mound,Legacy verification,,Scrub,,Pasture,grassland,Hilltop,,42.39287284,26.17088944,4693730.848,431758.8,3,17,238.9,North,view on the valley,files/app/79fd1dd4-edf3-43d6-8e21-5426c1aa8c8c_image-1505116444510.original.jpg,2,30,NA,10,,,,,No,,,2 - minor damage,Looting,,2 - good,Looting,,Unknown,,"01, irregular, 2,4, western part of mound looting or other activity?",,,POINT(431758.799984 4693730.84777)
1.00E+18,8317,Adela Sobotkova,11-Sep,Burial Mound,Legacy verification,Drenashkata mogila,Scrub,,Scrub,,Hilltop,,42.38461094,26.23205275,4692766.162,436784.6774,3,16,286.5,Northwest,#87-90,files/app/533a42d2-5e60-4fe8-aafe-17cf9b4646a9_image-1505116592508.original.jpg,3,36,NA,NA,,,,,No,,,4 - seriously damaged,Looting,"burning, animal turbation -badgers",3 - impaired,Looting,,Last year?,,"[01,teardrop,10,4,3,massive bulldozer like excavation in south half;02,rect,4,2.5,1,on West side;03, path through north side,12,3,1]",,files/app/1689c1fa-54e4-4fb0-8898-d2e09a611793_image-1505118736266.original.jpg - files/app/273e6b5b-b9ac-43dc-b9d5-7b92663ebe4b_image-1505116974008.original.jpg - files/app/adc7d9d0-5dc3-4258-b5ce-d7e6347c00d5_image-1505118543153.original.jpg - files/app/c20e3381-632e-4a32-bfc4-1dc0bb0e61b8_image-1505116890382.original.jpg - files/app/eb5b0e17-340c-4849-814d-766ff3feede0_image-1505118561933.original.jpg,POINT(436784.677382 4692766.1624)
1.00E+18,9524,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Scrub,,Scrub,,Hilltop,,42.4160662,26.20075039,4696282.637,434240.793,3,33,,West,photo #40-41,files/app/1c062776-d4e7-4102-82ef-f9706c554d21_image-1505117761352.original.jpg,1.8,25,NA,28,,,,,No,,,4 - seriously damaged,Looting,"erosion,as it is on the south slope",4 - minimal,Looting,,Unknown,,"[01,oval,8,4,0.8,few white quartz stones]",,files/app/7cab0fc0-de90-44a7-bd32-db91caafc359_image-1505117819538.original.jpg,POINT(434240.792966 4696282.636754)
1.00E+18,8116,Bara Weissova,11-Sep,Uncertain Mound,Survey,concentration of large stones,Scrub,,Scrub,,Valley Bottom or Plain,,42.39443578,26.18393613,4693893.998,432834.3009,3,18,,West,,files/app/11c6fb3e-514e-4fc5-bd11-beeeadd12027_image-1505117954982.original.jpg,0.2,40,NA,40,,,,,No,,,5 - extinct or near extinct,Looting,,5 - none or nearly none,Looting,,Unknown,,,,,POINT(432834.300868 4693893.998453)
1.00E+18,9525,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.41636743,26.20036959,4696316.38,434209.7776,3,34,,North,photo #46-52,files/app/6ee69226-c98c-467b-ba0f-2d8e62054d83_image-1505118364734.original.jpg,2,35,1.8,30,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,t-shape,10,8,1.5,quartz and limestone inside,see the drawing]",,files/app/20157b1f-813b-4764-9234-009c77e6f8d1_image-1505118248563.original.jpg - files/app/b295148b-50a5-4cfc-b70a-a4499b55349d_image-1505118166167.original.jpg,POINT(434209.777574 4696316.380403)
1.00E+18,9526,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.41651885,26.20014047,4696333.371,434191.0848,3,35,293.2,North,photo #55-58,files/app/a3918caa-f5e2-4184-b0ae-d2b4fcd7d606_image-1505118459301.original.jpg,2.3,40,2,35,,,,,No,,,1 - pristine,No observation,,1 - full,No observation,,Not relevant,,,,,POINT(434191.084759 4696333.371021)
1.00E+18,8318,Adela Sobotkova,11-Sep,Uncertain Mound,Survey,"between 8317 and 8319, on the crossroads",Scrub,,Other,explain in notes (burnt terrain,Upper slope,,42.38810909,26.23329013,4693153.668,436890.04,3,17,,Southwest,#102-103,files/app/9b2d4a82-4665-465c-a72a-80b54025e9a0_image-1505119508325.original.jpg - files/app/a3cd9dfa-e228-4a7d-a58c-52e7da840a24_image-1505119715889.original.jpg,0.5,10,NA,8,,,,4 fieldstones on top,No,,,5 - extinct or near extinct,Other,burning,4 - minimal,Agriculture,,Last month,,,,,POINT(436890.040001 4693153.667807)
1.00E+18,9527,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.41083284,26.19750504,4695704.053,433968.2863,3,36,,North,photo #61-64,files/app/e2358c66-d06b-426d-9dd8-e8d9ac29b77a_image-1505119636505.original.jpg,1.2,30,0.8,25,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,oval,9,8,1.2]",,files/app/f9fb7a15-98cc-428b-92d7-0c072721b485_image-1505119690082.original.jpg,POINT(433968.286287 4695704.053471)
1.00E+18,8319,Adela Sobotkova,11-Sep,Burial Mound,Legacy verification,"next to a road, geodetic marker",Scrub,,Scrub,burnt svrub,Hilltop,,42.3903067,26.2310608,4693399.343,436708.7449,3,18,,Southwest,#104-106,files/app/6773d3eb-77c2-4d27-af2e-cb944d75f0ee_image-1505119986657.original.jpg,1.7,16,NA,11,,,,"loose stones, one large ashlar, other fieldstones",No,,,4 - seriously damaged,Looting,burning,4 - minimal,Agriculture,,Last month,,"[01, rect,7,3,1.5,recent bulldozer like trench;02, round,2,0.5, old overgrown trench]",,files/app/b76b13e5-b911-4fe3-b8ac-9b2bfc64d6a4_image-1505120160411.original.jpg - files/app/ba65a3d6-7cec-431e-b355-3f8b11f955c8_image-1505120361783.original.jpg,POINT(436708.744921 4693399.342854)
1.00E+18,9528,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.4074671,26.19737823,4695330.427,433954.3209,3,37,,South,photo #66-69,files/app/13b7bf8c-a071-42e6-9da6-a1fe11db1821_image-1505120261352.original.jpg,1.9,40,1.7,35,,,,,No,,,2 - minor damage,Looting,,2 - good,No observation,,Unknown,,"[01,rectangular,5,2.5,1.5,east-west cut into east half]",,files/app/f1d94158-cf65-4832-bb98-d44218d0fcca_image-1505120313942.original.jpg,POINT(433954.320908 4695330.427175)
1.00E+18,9529,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.40738666,26.19842975,4695320.679,434040.7641,96,38,,East,"northeast of mound rectangular Robbers trench
photo #70-76",files/app/668018f8-69c4-4174-90e2-30bf096530f1_image-1505120661759.original.jpg,1.9,30,1.7,25,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,irregular,5,5,1.5,see the drawing]",,files/app/9eceeb51-8880-4303-bcff-1964a9dcbba1_image-1505120731163.original.jpg - files/app/b2cdf406-56e5-4c6c-8fd1-bd7ca0bd2746_image-1505120936958.original.jpg,POINT(434040.764137 4695320.678546)
1.00E+18,8320,Adela Sobotkova,11-Sep,Uncertain Mound,Survey,"next to 8321,looks like a military exercise",Scrub,,Scrub,,Upper slope,,42.39246405,26.22891575,4693640.489,436534.3588,3,19,,Northeast,#107-107,files/app/a363a533-8f45-4e23-9708-cccfd1ca92b3_image-1505120771581.original.jpg,0.4,16,NA,9,,,,,No,,,5 - extinct or near extinct,Excavation,military embankment? burning,5 - none or nearly none,Looting,,Unknown,,"[01,rect,8,4,1.5, military? facing northeast;02,round,2,0.5, old overgrown]",,files/app/d7c5666b-9469-4971-9808-bcb72663bb12_image-1505120948173.original.jpg - files/app/e5ebe7ba-52a3-4682-9ab3-e7a47fd17ecf_image-1505121156873.original.jpg,POINT(436534.358758 4693640.489136)
1.00E+18,9530,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Lower slope,,42.40517653,26.19912201,4695074.734,434095.4153,3,39,,South,photo #77-85,files/app/49988176-bb77-4205-a04f-c3c347832f17_image-1505121273169.original.jpg,4,42,3.8,40,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,irregular,18,10,2.5,cut in almost whole profile of the mound in ne quarter;02,trench,20,1,1,trench through the whole mound in upper west part;03,rectangular,1.2,1,1,for all Robbers trenches see drawing]
",,files/app/04ee0632-d55a-482b-9783-26432ae85b55_image-1505121723133.original.jpg - files/app/066d5fbc-52be-4d75-8dad-15af36a436cc_image-1505121647714.original.jpg - files/app/3b15c618-47d4-4a98-8e9e-ca5f056d9eba_image-1505121536401.original.jpg,POINT(434095.415317 4695074.73384)
1.00E+18,8321,Adela Sobotkova,11-Sep,Burial Mound,Legacy verification,next to dirt road,Pasture,grassland,Pasture,grassland,Hilltop,,42.39266992,26.22735759,4693664.513,436406.3181,3,20,,West,#109-110,files/app/c5787792-3882-4c3f-9e33-90b5d53641e3_image-1505121448920.original.jpg,2.2,23,NA,20,,,,,No,,,2 - minor damage,Excavation,,2 - good,Looting,,Unknown,,"[01, lozenge,8,4,2, military?]",,files/app/16f65678-9df7-4907-92d2-d544c25ad754_image-1505121620557.original.jpg - files/app/7a2937b4-1583-4555-a503-d7b7134f2dc3_image-1505121796100.original.jpg,POINT(436406.318106 4693664.51276)
1.00E+18,8117,Bara Weissova,11-Sep,Extinct Burial Mound,Legacy verification,heap of stones in middle of field,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.38115279,26.19148582,4692413.15,433441.6458,3,19,,East,,files/app/c5c921a4-e554-4949-acb2-10653cdf4e22_image-1505121577286.original.jpg,0,15,NA,5,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last year,,,,,POINT(433441.645844 4692413.149706)
1.00E+18,8322,Adela Sobotkova,11-Sep,Uncertain Mound,Survey,military installations under mounds 8321 and 8320,Annual agriculture,burnt field,Other,explain in notes,Upper slope,,42.3931325,26.2281194,4693715.307,436469.4872,3,21,,Northeast,#111-112,files/app/52325686-9526-4ca1-b90e-2ae9fb22f042_image-1505122003974.original.jpg,0.4,9,NA,6,,,,one large white quartz holder,No,,,5 - extinct or near extinct,Excavation,,5 - none or nearly none,Looting,,Unknown,,"[01,rect,6,4,1, military?]",,files/app/4ba50657-314a-4585-9698-c5ca1ff4c250_image-1505122189317.original.jpg - files/app/fc94042b-a7a7-4e61-832f-a9005fef28ad_image-1505122256854.original.jpg,POINT(436469.487225 4693715.307324)
1.00E+18,9531,Vera Dolezalkova,11-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.40184794,26.20550889,4694700.2,434617.5412,3,40,,South,,files/app/6cb8960f-ab6b-486a-b2e7-9285b1ebca4e_image-1505122335886.original.jpg,0.8,19,0.6,16,,,,,No,,,3 - damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,irregular,8,4,0.5]",,files/app/389b6e01-9b0a-4cc9-9ae1-6cadddf2a246_image-1505122406574.original.jpg - files/app/c9484273-d37b-46bf-b3b4-4280c1f03805_image-1505122422853.original.jpg,POINT(434617.541209 4694700.199836)
1.00E+18,8323,Adela Sobotkova,11-Sep,Extinct Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.38434712,26.21724582,4692747.988,435565.5353,3,22,,South,#113,files/app/bcbe069e-0a05-4af6-9f62-b25fe577eea0_image-1505124193683.original.jpg,1.4,30,0.5,25,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(435565.535277 4692747.987748)
1.00E+18,8324,Adela Sobotkova,11-Sep,Burial Mound,Legacy verification,ploughed up mound with geodetic marker,Annual agriculture,,Annual agriculture,,Hilltop,,42.3834157,26.2063386,4692652.892,434666.707,3,23,,East,#115,files/app/4bdb313b-79ae-4ab3-bccd-044f753e9c6d_image-1505127123890.original.jpg,0.8,25,NA,20,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(434666.70699 4692652.89246)
1.00E+18,8325,Adela Sobotkova,12-Sep,Burial Mound,Legacy verification,lozyata near Mezhda,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.34737355,26.24045714,4688625.222,437439.5703,3,24,,West,#117-118,files/app/5d2ca178-f631-4357-8796-3f9ac7740346_image-1505190223576.original.jpg,1.5,28,1,25,,,Loose artefacts,some RM AC material around the mound probably from Lozyata site nearby?,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(437439.5703 4688625.221531)
1.00E+18,8326,Adela Sobotkova,12-Sep,Surface Scatter,Legacy verification,,Annual agriculture,,Scrub,,Valley Bottom or Plain,,42.34843876,26.24314564,4688741.525,437662.0644,3,025 (north of scrub),,West,,files/app/deaea2ea-c13c-4a45-8812-595160ab2d88_image-1505191510115.original.jpg,0.5,150,NA,NA,,,Artefact scatter - Loose artefacts,"roman material 1/sq m scattered along north side of scrubby feature, AC, fineware, white field stones to the north, tiles and AC to NE",Yes,Roman,files/app/7f2b06c4-0fc4-423d-80ca-b1e2316fbfc7_image-1505191307705.original.jpg,5 - extinct or near extinct,Excavation,,3 - impaired,Agriculture,,Last week,,,,,POINT(437662.064361 4688741.52453)
1.00E+18,8327,Adela Sobotkova,12-Sep,Extinct Burial Mound,Legacy verification,soilmark within gentle terrain wave,Annual agriculture,,Annual agriculture,,Upper slope,,42.3509414,26.24334465,4689019.264,437680.9284,3,26,,Northeast,#123,files/app/59bf3b62-3187-442d-ab52-accdf3c00747_image-1505192405311.original.jpg,0.5,20,NA,NA,,,Loose artefacts,"crushed limestone debris, 1ac fragment, 2 fw artefacts",Yes,Roman,files/app/5ca4ad80-6f6e-45bb-ac0b-fb32a3b14ea6_image-1505192539130.original.jpg,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(437680.928412 4689019.263507)
