uuid,identifier,BurialMoundAuthor,TypeClean,Type Note,HeightMax,DiameterMax,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1000031664347793127,8669,Verka Dolezalkova,Burial Mound,,4,45,Verka Dolezalkova,2022-09-28 06:50:15.675 GMT,Verka Dolezalkova,2022-09-28 06:50:15 GMT,8669,28 Sep,Legacy verification,"local toponym: Bashchardak, large round mound between villages Malomirovo and Slaveykovo, densely overgrown",Annual agriculture,,Scrub,,Upper slope,High,42.12407833333334,26.66925666666667,4663605.574677749,472661.88507556927,1.3,081,,East,579,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8669_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8669_2.jpg''}}",NA,NA,,,Artefact scatter,"Ottoman,  early medieval, early modern,  no diagnostic sherds",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8669_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8669_2.jpg''}}",2 - minor damage,Animal activity,,3 - impaired,Animal activity,,Last year,,"no observation,  densely overgrown with scrub ",,,POINT(472661.885076 4663605.574678)
1000121664348104671,9903,Julie Lund,Extinct Burial Mound,,0,0,Julie Lund,2022-09-28 06:55:14.797 GMT,Julie Lund,2022-09-28 07:05:45 GMT,9903,28 Sep,Legacy verification,"The mound is north west from the village Aleksandrovo, located on a hilltop, surroundedby ploughed fields, but the mound is ''grassland'', in the soviet map the mound is called Trenovota Mogila, and it should be 3m high, but now we cannot tell what caused its disturbance, it''s completely flat/eradicated. ",Annual agriculture,,Pasture,grassland,Hilltop,Nil,42.329391666666666,26.867161666666668,4686357.801057708,489055.5629281599,1.2,86,232,Northeast,0001-0004,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9903_1.jpg''}}",0,0,According to the soviet map itshould be 3m high. Diameter undeterminable. ,"Due to the destruction of the mound, the shape of the mound becomes slightly dibbit.",,none,No,,,5 - extinct or near extinct,Agriculture,Maybe treasure hunters ,5 - none or nearly none,Agriculture,,Last year,,none,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9903_1.jpg''}}",POINT(489055.562928 4686357.801058)
1000031664350284884,8670,Verka Dolezalkova,Other,,2,25,Verka Dolezalkova,2022-09-28 07:31:27.553 GMT,Verka Dolezalkova,2022-09-28 07:39:59 GMT,8670,28 Sep,Legacy verification,"tank embankment, U-shaped,  2km east from Slaveykovo, in the scrubbby pasture ",Scrub,,Pasture,grassland,Upper slope,Medium,42.124359999999996,26.725173333333334,4663620.465722323,477283.8704789361,1.3,082,,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8670_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8670_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8670_3.jpg''}}",NA,NA,"25m length, 18m max width, ",,,,No,,,0 - No observation,Construction,"military trench,  built on purpose,  ",5 - none or nearly none,Animal activity,,Unknown,,no observation ,"if there was a mound, we could not find it, because the military trench covered it all ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8670_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8670_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8670_3.jpg''}}",POINT(477283.870479 4663620.465722)
1000121664350317676,9904,Julie Lund,Burial Mound,,1,29,Julie Lund,2022-09-28 07:32:00.734 GMT,Julie Lund,2022-09-28 07:33:55 GMT,9904,28 Sep,Legacy verification,"West of the village Aleksandrovo, on a hilltop, the mound is surrounded by ploughed fields, the mound is full of grass, almost extinct, the soviet maps shows that it should be 2 m high,but now it''s barely 1 m. the destruction is probably due to agricultural activity or treasure hunters. It is almost completely flattened.",Annual agriculture,,Pasture,grassland,Hilltop,Low,42.32733666666666,26.86114,4686130.415710205,488559.07047215593,1.3,87,221,Southwest,0005-0006,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9904_1.jpg''}}",0,22,Elongated,"Like the previous mound, this one is destroyed. The grass area on the field distincts the mound, and the dimensions is area of the grass. The height is the preserved bits, ca 1 m.",,none,No,,,5 - extinct or near extinct,Looting (As well as agriculture.),"Looting, the small hole is 0,7x0,6 and the depth is 0,3 m. ",5 - none or nearly none,Agriculture,,Last month,,"None, yet there is a small hole, seems looting.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9904_1.jpg''}}",POINT(488559.070472 4686130.41571)
1000121664353691014,9905,Julie Lund,Burial Mound?,,1.7,12,Julie Lund,2022-09-28 08:28:16.203 GMT,Julie Lund,2022-09-28 08:28:16 GMT,9905,28 Sep,Survey,"North from the village Poliana, close to dirt crossroads, it is in a grass land, covered by grass and bushes. The mound is quite small, could very likely be a rubbish dump.",Pasture,grassland,Pasture,grassland,Upper slope,Medium,42.316176666666664,26.826039999999995,4684896.579411899,485664.5833474061,9.4,88,251,North,0007,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9905_1.jpg''}}",0,0,,,,,No,,,2 - minor damage,Post-depositional,,4 - minimal,No observation,,Not relevant,,,,,POINT(485664.583347 4684896.579412)
1000031664353804029,8671,Verka Dolezalkova,Other,,0,0,Verka Dolezalkova,2022-09-28 08:30:12.633 GMT,Verka Dolezalkova,2022-09-28 08:30:12 GMT,8671,28 Sep,Legacy verification,"Attempted and failed. this is the closest spot we managed to crawl to. impossible to approach the mound for any side,it is located in a thick dense forest. ",Forest,,Forest,,Valley Bottom or Plain,Nil,42.095401666666675,26.616555,4660439.779290282,468291.45028145914,1.3,083,,No Observation,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8671_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8671_2.jpg''}}",NA,NA,,,,,No,,,0 - No observation,No observation,,No observation,Not available,,Unknown,,,thick dense forest,,POINT(468291.450281 4660439.77929)
1000121664354251343,9906,Julie Lund,Burial Mound?,,1,10,Julie Lund,2022-09-28 08:37:39.248 GMT,Julie Lund,2022-09-28 08:37:39 GMT,9906,28 Sep,Survey,"North from the village Poliana, close to dirt crossroads, it is in a grass land, covered by grass and bushes. The mound is quite small, could very likely be a rubbish dump. ",Pasture,grassland,Pasture,grassland,Upper slope,Medium,42.31622666666667,26.825325,4684902.251846742,485605.6741514022,1.2,89,249,North,0008,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9906_1.jpg''}}",0,0,,,,,No,,,2 - minor damage,Post-depositional,,5 - none or nearly none,Animal activity,,Not relevant,,"None, probably not a mound.",,,POINT(485605.674151 4684902.251847)
1000121664354680359,9907,Julie Lund,Burial Mound,,1.6,12,Julie Lund,2022-09-28 08:44:45.539 GMT,Julie Lund,2022-09-28 08:47:11 GMT,9907,28 Sep,Legacy verification,"Hilltop north of Poliana village. By a dirt crossroads, surroundedby grass land and old unplugged fields. The mound is covered in grass and bushes, in the north western periphery of the mound is a big military machine trench.",Scrub,,Pasture,grassland,Hilltop,Medium,42.3166,26.824503333333336,4684943.844229711,485538.04907595506,1.2,90,251,Northwest,0009-0010,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9907_1.jpg''}}",0,0,,,,,No,,,2 - minor damage,Excavation (military trench ),"There is a big strange military trench made in the north eastern peripheryof the mound, with dimensions about 10 m length and 10 m wide, depth is 1,7.",3 - impaired,Other,specify in Annotation) (military trench),Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9907_1.jpg''}}",POINT(485538.049076 4684943.84423)
1000121664357269945,9908,Julie Lund,Burial Mound,,1,22,Julie Lund,2022-09-28 09:27:53.962 GMT,Julie Lund,2022-09-28 09:27:53 GMT,9908,28 Sep,Legacy verification,"The mound is located WWS from village Poliana, south of a reservoir, north of a main road, in a ploughed field, the mound is not ploughed except its periphery which reduced its diameter, and elongated the mound. The mound is covered with grass and stones collected from thd nearby field. ",Annual agriculture,,Pasture,grassland,Lower slope,Medium,42.31509333333334,26.799608333333335,4684781.081846167,483486.1609369459,1.4,91,258,Northeast,0011,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9908_1.jpg''}}",0,16,,tThe ploughing has reduced the mounds diameter ,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(483486.160937 4684781.081846)
1000031664357810396,8672,Verka Dolezalkova,Burial Mound,,9,42,Verka Dolezalkova,2022-09-28 09:36:55.574 GMT,Verka Dolezalkova,2022-09-28 09:53:41 GMT,8672,28 Sep,Legacy verification,Large burial mound in the forest above the highway to Turkey,Forest,,Forest,,Hilltop,High,42.01667166666666,26.596764999999998,4651705.900858216,466613.7255766897,1.6,084,,East,613,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8672_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8672_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8672_3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8672_4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8672_5.jpg''}, ''6'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8672_6.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Last year,,"1RT: large stripe (1m width), cutting the mound in N-S direction,  from its foot to the center/top","possibly military activities, as there are several rectangular trenches 20m east from the foot of the mound ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8672_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8672_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8672_3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8672_4.jpg''}}",POINT(466613.725577 4651705.900858)
1000121664358736964,9909,Julie Lund,Burial Mound,,2,30,Julie Lund,2022-09-28 09:52:20.524 GMT,Julie Lund,2022-09-28 09:54:24 GMT,9909,28 Sep,Legacy verification,"The mound is located north west of the village Poliana, east from the reservoir on a lower hilltop. around is harvested field, the mound is covered with grass and bushes and two big machine made RTs separating the mound into 3 pieces.",Annual agriculture,,Pasture,grassland,Hilltop,Medium,42.31724333333333,26.805146666666662,4685018.747446326,483943.1096139367,1.2,92,262,East,0012-0014,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9909_1.jpg''}}",1,24,,The looting and agricultural activity has elongated the shape of the mound,,,No,,,4 - seriously damaged,Looting (And agricultural activity),,4 - minimal,Agriculture,,Last month,,"The RT is huge, going through the center of the mound, stretching from south east to north west, dimensions are about 3 m wide, 17 m long and the depth is 1,5 m, additional RT is in connection to the other north east to sough west 5 m length and 2,5 m wide, 1,5 depth",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9909_1.jpg''}}",POINT(483943.109614 4685018.747446)
1000121664359824586,9910,Julie Lund,Burial Mound?,,0.3,6,Julie Lund,2022-09-28 10:10:29.792 GMT,Julie Lund,2022-09-28 10:10:29 GMT,9910,28 Sep,Legacy verification,"Seemingly extinct mound on a harvested field. It is about 30 m. SE of 9909, and is placed on the top of a low hill. there were a large number of fist to handball sized stones in the dirt. The mound was part of the field and agricultural activity have more or less destroyed it.",Annual agriculture,,Annual agriculture,Covered with medium sized stones,Upper slope,Nil,42.316698333333335,26.805809999999997,4684958.108393009,483997.63354342856,2.2,93,267,Northeast,0015,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9910_1.jpg''}}",0,NA,"Destroyed by ploughing, hard to determine any dimensions",Elongated ,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(483997.633543 4684958.108393)
1000121664363072455,9911,Julie Lund,Burial Mound?,,0.3,0,Julie Lund,2022-09-28 11:04:35.667 GMT,Julie Lund,2022-09-28 11:06:12 GMT,9911,28 Sep,Legacy verification,"Within a forest, north west from Poliana, east from Kamenets, close to the periphery of a field. According to the soviet map there should be a geodetic marker - no trace of mound nor geodetic marker found, only a big RT. ",Forest,,Forest,,Hilltop,Low,42.33042166666667,26.792941666666668,4686484.381354799,482940.91662316764,1.3,94,264,West,0017-0018,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9911_1.jpg''}}",NA,NA,"Dimension difficult to describe as its located within a thick forest, with a big hole inside it, flat''ish. Dimension of RT is 4 m length and 1 m depth.",,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"Elongated, look in other dimension ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9911_1.jpg''}}",POINT(482940.916623 4686484.381355)
1000121664364448859,9912,Julie Lund,Burial Mound,,1,28,Julie Lund,2022-09-28 11:27:31.588 GMT,Julie Lund,2022-09-28 11:30:47 GMT,9912,28 Sep,Legacy verification,"The mound is located half within a field, half within a forest, the mound is south west from Poliana and east from Kamenets, due to agricultural activity the mound seems elongated and reduced height, the field is harvested.",Forest,half is in forest half in field,Annual agriculture,And forest,Upper slope,Medium,42.333985,26.795905,4686879.447509402,483186.00839535793,1.3,95,260,North,0021-0024,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9912_1.jpg''}}",0,0,,,,,No,,,4 - seriously damaged,Looting,Agriculture,4 - minimal,Agriculture,,Last month,,"The first one is in the centre, ca 4 m length, and 2 m wide, 1 m deep. The second one is in the northern periphery of the mound 2 m length 1 wide and 0,8 deep.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9912_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9912_2.jpg''}}",POINT(483186.008395 4686879.447509)
1000121664365721076,9913,Julie Lund,Extinct Burial Mound,,0,0,Julie Lund,2022-09-28 11:48:46.257 GMT,Julie Lund,2022-09-28 11:48:46 GMT,9913,28 Sep,Legacy verification,If this is a mound it is no longer visible what so ever. It''s on the periphery of a field and a forest. And we weren''t able to find it if it is here. The mound is depicted on the soviet maps north west of Poliana and west from Kamenents.2,Forest,and field,Pasture,grassland (and field and forest,Upper slope,Nil,42.33371999999999,26.794089999999997,4686850.383422871,483036.411679498,1.3,96,259,Northwest,0025,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9913_1.jpg''}}",0,0,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Unknown,,,,,POINT(483036.411679 4686850.383423)
1000121664372959796,9914,Julie Lund,Tell,,10,100,Julie Lund,2022-09-28 13:49:23.943 GMT,Julie Lund,2022-09-28 14:04:40 GMT,9914,28 Sep,Legacy verification,"WNW from Kirilovo, west from the old railway and east of the river Tundza, the mound is settlement mound, surrounded by agricultural fields that are ploughed from south east. the northern is covered in forest and scrub, a guy is staying on the southern slope of the mound in wagons, plenty of pottery sherds on the southern side of the mound, even with bad visibility we were able to find many interesting sherds. ",Perennial agriculture,e.g orchard or vineyard (and forest and scrub,Forest,and scrub,Hilltop,Super prominent,42.23430666666666,26.584021666666665,4675875.309816103,465676.3038220908,1.2,97,116,North,0026-0029,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9914_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9914_2.jpg''}}",NA,70,Due to the forest and surrounding conditions it is difficult to discern the mounds exact diameter ,,,Pottery HM ,Yes,Prehistory,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9914_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9914_2.jpg''}}",1 - pristine,Looting,"According to the the local guy staying on the slope, there should be a big RT in the middle of the mound, yet we weren''t able to locate it.",1 - full,Agriculture,,Last month,,Large? we only found a very small hole,Come back! potential is here,,POINT(465676.303822 4675875.309816)
1000081664427214443,9968,Mathias Kaas,Extinct Burial Mound,,0.5,100,Mathias Kaas,2022-09-29 04:53:39.613 GMT,Mathias Kaas,2022-09-29 05:00:18 GMT,9968,29 Sep,Legacy verification,"Extinct burial mound on the atolovo ridge located 100 m south of the railway from Atolovo to the east. In a vineyard, 50 cm terrainwave is persecptible. Could be a ridge. Soil is fine powdery clay, 100% visibility. ",Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Upper slope (top of ridge),Nil,42.59294499999999,26.744293333333335,4715645.3270078255,479020.7113768129,1.1,087,143,North,625 to 626,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9968_1.jpg''}}",NA,NA,,,,none,No,,,5 - extinct or near extinct,Agriculture,Perennial agriculture/vineyard,5 - none or nearly none,Agriculture,,Last week,,none,Date of extinction unknown. Check Todors list.,,POINT(479020.711377 4715645.327008)
1000031664427664701,8673,Verka Dolezalkova,Burial Mound,,4,35,Verka Dolezalkova,2022-09-29 05:01:09.874 GMT,Verka Dolezalkova,2022-09-29 05:09:23 GMT,8673,29 Sep,Legacy verification,nw from Malenovo,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,Super prominent,42.56457833333334,26.791069999999998,4712484.956133704,482850.7030058954,1.1,085,,Northwest,0001-0003,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8673_1.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Looting,,3 - impaired,Animal activity,,Last month,,"1/4 of mound was taken by looters, old and overgrown RT, impossible to trace its borders ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8673_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8673_2.jpg''}}",POINT(482850.703006 4712484.956134)
1000031664428346860,8674,Verka Dolezalkova,Burial Mound,,1.8,34,Verka Dolezalkova,2022-09-29 05:12:31.421 GMT,Verka Dolezalkova,2022-09-29 05:12:31 GMT,8674,29 Sep,Legacy verification,"next to 8673,  ne from Malenovo",Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Valley Bottom or Plain,Medium,42.56435,26.790571666666665,4712459.703039941,482809.73633341637,2.3,086,,Southwest,0004,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8674_1.jpg''}}",NA,NA,,,,,No,,,3 - damaged,Agriculture,,Other,Agriculture,,Last year,,none ,,,POINT(482809.736333 4712459.70304)
1000081664428489784,9969,Mathias Kaas,Burial Mound,,3,50,Mathias Kaas,2022-09-29 05:14:57.344 GMT,Mathias Kaas,2022-09-29 05:33:27 GMT,9969,29 Sep,Legacy verification,"Modified mound with roaddcuts to the east and west side. Sloping gently north and south, and is resembling a saddle roof. An additional  ramp/road on the Easter side. Original boundaries is unclear. Current extent 20-24 m.
",Perennial agriculture,e.g orchard or vineyard,Pasture,grassland,Upper slope,Medium,42.59369333333334,26.75034833333333,4715726.939560471,479517.7352662641,1.1,088,159,North,627 to 630,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9969_1.jpg''}}",NA,24 (Surviving segment of the mound. Mound might have been bigger. North South diameter is 50 m),,Shape is unusual,,none,No,,,4 - seriously damaged,Road cut,Gas pipe installation ,3 - impaired,Infrastructure,Gas pipe line runs to the eastern end),Other,Stanislav says 2016),none,,,POINT(479517.735266 4715726.93956)
1000081664430497035,9970,Mathias Kaas,Burial Mound,,3,60,Mathias Kaas,2022-09-29 05:48:32.525 GMT,Mathias Kaas,2022-09-29 05:48:32 GMT,9970,29 Sep,Legacy verification,"Overploughed mound in harrowed field. 100 m south of the railway.
Yellow soil mark spread for approx 60 m. around darker soil. A little powdery soil. Visible from dirtroad to the north. Easily accessible.
Good for geophysical analysis.",Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.59563,26.75978166666666,4715939.748762016,480292.28836718295,1.2,089,154,West,632 to 633,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9970_1.jpg''}}",NA,NA,,Mound is one  ridge so height might be exaggerated.,,none,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,none,,,POINT(480292.288367 4715939.748762)
1000031664430624911,8675,Verka Dolezalkova,Burial Mound,,0.7,20,Verka Dolezalkova,2022-09-29 05:50:30.068 GMT,Verka Dolezalkova,2022-09-29 05:50:30 GMT,8675,29 Sep,Legacy verification,"South from Thrakijska magistrate,damaged with annual ploughing",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.545583333333326,26.763516666666668,4710381.70294773,480583.19423508534,4.7,087,,South,0006_0009,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8675_1.jpg''}}",NA,NA,,,,Roman and Thracian Grey ware,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8675_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8675_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,no observation ,,,POINT(480583.194235 4710381.702948)
1000081664431248151,9971,Mathias Kaas,Burial Mound,,1.4,40,Mathias Kaas,2022-09-29 06:00:55.673 GMT,Mathias Kaas,2022-09-29 06:00:55 GMT,9971,29 Sep,Legacy verification,"Overploughed mound in harrowed field on a ridge. Looks bigger from the south.
Lower than mound 9979. More destroyed.
Nearly invisible,  but easily accessible.

Soil marks north west and east of the mound.",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.59581333333334,26.76404166666667,4715959.123240165,480641.83922027063,1.2,090,158,Northwest,635 to 636,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9971_1.jpg''}}",1.2,NA,,,,none,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,none,,,POINT(480641.83922 4715959.12324)
1000031664432245605,8677,Verka Dolezalkova,Burial Mound,,2,30,Verka Dolezalkova,2022-09-29 06:17:30.765 GMT,Verka Dolezalkova,2022-09-29 06:26:10 GMT,8677,29 Sep,Legacy verification,ridge north from Thrakijska magistrala,Pasture,grassland,Pasture,grassland,Hilltop,High,42.55793666666667,26.75542833333333,4711755.298054259,479923.0492683869,4.0,088,,Northwest,0010-0014,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8677_1.jpg''}}",NA,NA,,,,,No,,,3 - damaged,Looting,geodetic marker on the top ,3 - impaired,Looting,,Unknown,,"overgrown shallow small RTs, one on the south, one on the NE slope of the mound ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8677_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8677_2.jpg''}}",POINT(479923.049268 4711755.298054)
1000081664432702058,9972,Mathias Kaas,Surface Scatter,,0,250,Mathias Kaas,2022-09-29 06:25:11.144 GMT,Mathias Kaas,2022-09-29 06:25:11 GMT,9972,29 Sep,Survey,"Scatter of palm sized pottery in harrowed field with 80% visibility. artifacts are covered by fine silt and therefore not easy to spot with no stones In soil around. Located in flat ground 100 m south of the dirtroad. We only see the large pieces, Grey and pink fabric, thick walled fineware.
No visible soil mark, homogeneous ground.
Pottery looks like pieces of big vessels.
Stretches in lower density to thefirst mound in the necropolis. To the east still fine ware Grey and pink, possible big wine vessels.
",Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.59732999999999,26.769251666666666,4716126.356458018,481069.7299538219,1.4,091,152,East,637 to 639,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9972_1.jpg''}}",NA,NA,,,Artefact scatter,Grey ware and pink thick walled fineware ,Yes,Roman? Or probably hellenistic ,,0 - No observation,No observation,,No observation,Not available,,Not relevant,,none,,,POINT(481069.729954 4716126.356458)
1000031664433285369,8678,Verka Dolezalkova,Burial Mound,,3,40,Verka Dolezalkova,2022-09-29 06:34:50.555 GMT,Verka Dolezalkova,2022-09-29 06:39:51 GMT,8678,29 Sep,Legacy verification,series of mounds on the ridge ,Pasture,grassland,Pasture,grassland,Hilltop,Super prominent,42.554739999999995,26.76033166666667,4711399.190571431,480324.56117503217,4.4,089,,South,0025-0026,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8678_1.jpg''}}",NA,NA,,,,,No,,,3 - damaged,Looting,animals grazing ,3 - impaired,Looting,,Last year,,"1RT: oval, 2x2.5m, 1m deep",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8678_1.jpg''}}",POINT(480324.561175 4711399.190571)
1000031664434002310,8679,Verka Dolezalkova,Burial Mound,,1.5,28,Verka Dolezalkova,2022-09-29 06:46:47.514 GMT,Verka Dolezalkova,2022-09-29 06:53:16 GMT,8679,29 Sep,Legacy verification,series of mounds on the ridge south from Thrakijska magistrala,Pasture,grassland,Pasture,grassland,Hilltop,Medium,42.554111666666664,26.761441666666663,4711329.163428334,480415.48959423957,6.6,090,,Northwest,0027-0030,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8679_1.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Looting,animals grazing ,3 - impaired,Looting,,Last year,,"1RT, large cut leading south from the foot to the center, ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8679_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8679_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8679_3.jpg''}}",POINT(480415.489594 4711329.163428)
